,,,,,,,,
,,Sales Person,Geography,Product,Date,Amount,Customers,Boxes
,,Andria Kimpton,New Zealand,Fruit & Nut Bars,30/4/2021,"$1,078 ",470,72
,,Andria Kimpton,Canada,White Choc,30/4/2021,"$8,218 ",114,822
,,Jehu Rudeforth,USA,Baker's Choco Chips,30/4/2021,"$10,381 ",16,944
,,Gunar Cockshoot,   Australia,Milk Bars,30/4/2021,"$1,085 ",196,41
,,Gunar Cockshoot,Australia,Baker's Choco Chips,30/4/2021,"$3,052 ",22,191
,,Brien Boise,Australia,Milk Bars,3/5/2021,"$4,214 ",148,151
,,Husein Augar,Australia,70% Dark Bites,3/5/2021,"$3,178 ",42,245
,,Jan Morforth,   Australia,70% Dark Bites,3/5/2021,"$3,066 ",194,384
,,Beverie Moffet, India,Fruit & Nut Bars,3/5/2021,"$9,485 ",99,949
,,Karlen McCaffrey, Canada,Raspberry Choco,3/5/2021,"$3,955 ",2,264
,,Roddy Speechley,UK,Almond Choco,3/5/2021,"$6,538 ",69,312
,,Kaine Padly, New Zealand,Milk Bars,3/5/2021,"$10,178 ",9,329
,,Madelene Upcott, USA,Caramel Stuffed Bars,3/5/2021,"$7,882 ",197,359
,,Curtice Advani,Australia,Mint Chip Choco,3/5/2021,"$5,943 ",285,372
,,Curtice Advani, UK,50% Dark Bites,3/5/2021,"$4,088 ",319,256
,,Kaine Padly, India,Spicy Special Slims,3/5/2021,$749 ,266,28
,,Van Tuxwell,  India,Milk Bars,3/5/2021,"$13,958 ",185,451
,,Kaine Padly,  India,Almond Choco,3/5/2021,"$5,901 ",385,296
,,Camilla Castle,  New Zealand,50% Dark Bites,3/5/2021,"$6,342 ",64,793
,,Kelci Walkden, USA,White Choc,3/5/2021,$315 ,335,19
,,Gunar Cockshoot,  Canada,Baker's Choco Chips,3/5/2021,$147 ,84,14
,,Kelci Walkden,USA,After Nines,3/5/2021,"$10,213 ",217,365
,,Beverie Moffet,USA,85% Dark Bars,3/5/2021,"$8,484 ",398,386
,,Kaine Padly, Canada,Eclairs,3/5/2021,$532 ,78,26
,,Madelene Upcott,   UK,Raspberry Choco,3/5/2021,"$8,785 ",155,550
,,Gigi Bohling,  India,Smooth Sliky Salty,3/5/2021,"$8,001 ",203,572
,,Mallorie Waber,   India,Orange Choco,3/5/2021,$364 ,234,37
,,Dennison Crosswaite, India,Fruit & Nut Bars,3/5/2021,"$2,331 ",158,138
,,Beverie Moffet, USA,50% Dark Bites,3/5/2021,"$7,665 ",93,480
,,Roddy Speechley,Australia,Smooth Sliky Salty,3/5/2021,"$2,905 ",341,224
,,Roddy Speechley,   UK,85% Dark Bars,3/5/2021,"$6,230 ",426,260
,,Dennison Crosswaite,   New Zealand,50% Dark Bites,3/5/2021,"$2,758 ",51,345
,,Barr Faughny,India,70% Dark Bites,3/5/2021,"$2,352 ",136,181
,,Dennison Crosswaite,   UK,Organic Choco Syrup,3/5/2021,"$2,779 ",53,93
,,Gigi Bohling,   New Zealand,Manuka Honey Choco,3/5/2021,$7 ,551,1
,,Brien Boise, Australia,Drinking Coco,4/5/2021,"$3,213 ",142,111
,,Oby Sorrel,  New Zealand,Raspberry Choco,4/5/2021,"$9,275 ",3,489
,,Gigi Bohling,  New Zealand,Raspberry Choco,4/5/2021,"$4,368 ",87,199
,,Rafaelita Blaksland,   New Zealand,Spicy Special Slims,4/5/2021,"$10,633 ",14,409
,,Ches Bonnell,India,Raspberry Choco,4/5/2021,"$11,319 ",66,708
,,Gunar Cockshoot,   Canada,Smooth Sliky Salty,4/5/2021,"$8,799 ",126,518
,,Madelene Upcott,   USA,Spicy Special Slims,4/5/2021,"$2,695 ",49,104
,,Dennison Crosswaite,   UK,White Choc,4/5/2021,$245 ,224,25
,,Mallorie Waber,  New Zealand,Baker's Choco Chips,4/5/2021,"$3,647 ",85,406
,,Dennison Crosswaite,  India,Manuka Honey Choco,4/5/2021,"$6,412 ",31,257
,,Husein Augar,   New Zealand,Peanut Butter Cubes,4/5/2021,"$2,905 ",149,112
,,Dennison Crosswaite,Canada,After Nines,4/5/2021,"$13,650 ",235,427
,,Kaine Padly, India,Choco Coated Almonds,4/5/2021,$623 ,9,37
,,Dennison Crosswaite, Canada,70% Dark Bites,4/5/2021,"$5,131 ",196,514
,,Dennison Crosswaite,   New Zealand,Orange Choco,4/5/2021,"$8,722 ",146,970
,,Jehu Rudeforth, UK,Baker's Choco Chips,5/5/2021,"$1,211 ",53,87
,,Jan Morforth,  Australia,50% Dark Bites,5/5/2021,"$2,002 ",378,126
,,Gigi Bohling,  India,Fruit & Nut Bars,5/5/2021,"$2,100 ",37,175
,,Dennison Crosswaite,  USA,Baker's Choco Chips,5/5/2021,"$2,765 ",147,231
,,Oby Sorrel, India,Organic Choco Syrup,5/5/2021,"$9,198 ",133,318
,,Camilla Castle,   UK,Almond Choco,5/5/2021,"$5,852 ",18,391
,,Van Tuxwell,India,Spicy Special Slims,5/5/2021,"$17,892 ",181,746
,,Karlen McCaffrey, UK,Drinking Coco,5/5/2021,"$5,117 ",44,223
,,Dotty Strutley, Australia,Almond Choco,5/5/2021,"$3,024 ",153,144
,,Rafaelita Blaksland,New Zealand,Smooth Sliky Salty,5/5/2021,"$3,479 ",274,174
,,Husein Augar, USA,85% Dark Bars,5/5/2021,"$1,554 ",167,74
,,Van Tuxwell,  USA,Almond Choco,5/5/2021,"$2,884 ",2,145
,,Madelene Upcott,Australia,Smooth Sliky Salty,5/5/2021,"$4,774 ",344,299
,,Karlen McCaffrey,   New Zealand,Fruit & Nut Bars,5/5/2021,"$3,556 ",7,238
,,Gunar Cockshoot,India,50% Dark Bites,5/5/2021,"$7,742 ",66,484
,,Wilone O'Kielt,USA,Fruit & Nut Bars,5/5/2021,$917 ,32,51
,,Husein Augar,   New Zealand,Eclairs,6/5/2021,"$8,176 ",332,546
,,Brien Boise,  UK,Fruit & Nut Bars,6/5/2021,"$14,357 ",215,1026
,,Curtice Advani,  India,Drinking Coco,6/5/2021,"$4,669 ",55,187
,,Barr Faughny, USA,Manuka Honey Choco,6/5/2021,"$13,608 ",39,504
,,Curtice Advani,USA,Eclairs,6/5/2021,"$2,933 ",273,140
,,Kelci Walkden,USA,Almond Choco,6/5/2021,"$7,056 ",146,471
,,Van Tuxwell,Australia,Almond Choco,6/5/2021,"$10,024 ",32,627
,,Gunar Cockshoot,   India,After Nines,6/5/2021,"$4,438 ",212,154
,,Andria Kimpton, UK,50% Dark Bites,7/5/2021,"$14,413 ",94,1602
,,Beverie Moffet,   New Zealand,Drinking Coco,7/5/2021,"$4,305 ",226,160
,,Dotty Strutley,  New Zealand,50% Dark Bites,7/5/2021,"$1,729 ",108,133
,,Andria Kimpton,  UK,99% Dark & Pure,7/5/2021,$91 ,177,5
,,Gigi Bohling,  Canada,Fruit & Nut Bars,7/5/2021,$637 ,37,49
,,Mallorie Waber,   USA,White Choc,7/5/2021,"$10,178 ",205,727
,,Karlen McCaffrey,   Australia,Orange Choco,7/5/2021,"$1,358 ",90,170
,,Ches Bonnell,  UK,Milk Bars,7/5/2021,"$3,423 ",92,111
,,Beverie Moffet, Australia,Mint Chip Choco,7/5/2021,"$4,291 ",469,253
,,Gigi Bohling, Canada,Raspberry Choco,7/5/2021,"$4,970 ",295,332
,,Camilla Castle, Canada,After Nines,7/5/2021,"$6,874 ",438,265
,,Mallorie Waber,  Australia,Drinking Coco,7/5/2021,"$4,550 ",65,198
,,Beverie Moffet,   New Zealand,Smooth Sliky Salty,7/5/2021,"$1,652 ",61,92
,,Roddy Speechley,New Zealand,White Choc,7/5/2021,"$1,946 ",190,163
,,Jehu Rudeforth, UK,Almond Choco,7/5/2021,"$8,407 ",73,526
,,Barr Faughny,  UK,85% Dark Bars,7/5/2021,"$2,422 ",208,143
,,Camilla Castle,  USA,Milk Bars,7/5/2021,"$4,788 ",62,178
,,Dennison Crosswaite,Australia,Mint Chip Choco,7/5/2021,$294 ,354,17
,,Karlen McCaffrey,  UK,Eclairs,10/5/2021,"$5,453 ",172,390
,,Kelci Walkden,  Canada,Peanut Butter Cubes,10/5/2021,"$7,378 ",121,352
,,Jan Morforth,   Australia,White Choc,10/5/2021,"$10,710 ",56,670
,,Kelci Walkden,   Canada,Almond Choco,10/5/2021,"$2,807 ",172,156
,,Camilla Castle, USA,Orange Choco,10/5/2021,"$9,044 ",64,754
,,Camilla Castle, UK,Milk Bars,10/5/2021,"$5,446 ",34,195
,,Mallorie Waber, Canada,Mint Chip Choco,10/5/2021,"$16,065 ",98,1236
,,Husein Augar,Canada,Almond Choco,10/5/2021,"$3,682 ",288,168
,,Mallorie Waber,   UK,Eclairs,10/5/2021,"$2,548 ",25,142
,,Andria Kimpton, New Zealand,Caramel Stuffed Bars,10/5/2021,"$3,052 ",179,114
,,Dennison Crosswaite,   India,Baker's Choco Chips,10/5/2021,$623 ,8,52
,,Van Tuxwell,   New Zealand,70% Dark Bites,10/5/2021,"$3,738 ",37,468
,,Camilla Castle, Australia,Caramel Stuffed Bars,11/5/2021,"$1,750 ",49,65
,,Mallorie Waber,  Canada,Fruit & Nut Bars,11/5/2021,"$4,053 ",57,226
,,Camilla Castle,Australia,Manuka Honey Choco,11/5/2021,"$2,702 ",12,82
,,Ches Bonnell,   UK,White Choc,11/5/2021,"$7,987 ",85,888
,,Karlen McCaffrey,  New Zealand,Drinking Coco,11/5/2021,"$1,148 ",4,48
,,Husein Augar,   USA,Milk Bars,12/5/2021,"$4,186 ",143,140
,,Van Tuxwell,  UK,Eclairs,12/5/2021,"$5,229 ",26,276
,,Van Tuxwell,India,Manuka Honey Choco,12/5/2021,"$6,146 ",395,212
,,Beverie Moffet, India,85% Dark Bars,12/5/2021,"$11,102 ",251,505
,,Rafaelita Blaksland,  New Zealand,Almond Choco,12/5/2021,"$15,603 ",135,1041
,,Rafaelita Blaksland,  New Zealand,Eclairs,12/5/2021,"$2,758 ",177,138
,,Kelci Walkden,   Australia,White Choc,12/5/2021,"$7,420 ",234,619
,,Curtice Advani, UK,99% Dark & Pure,12/5/2021,"$2,345 ",118,107
,,Curtice Advani, India,70% Dark Bites,12/5/2021,"$12,362 ",201,1546
,,Gigi Bohling,   Canada,Smooth Sliky Salty,12/5/2021,$420 ,203,33
,,Gunar Cockshoot, India,Peanut Butter Cubes,13/5/2021,"$6,440 ",458,293
,,Wilone O'Kielt, Australia,White Choc,13/5/2021,"$11,613 ",32,726
,,Marney O'Breen,  New Zealand,Peanut Butter Cubes,13/5/2021,"$14,910 ",260,785
,,Kelci Walkden,   Australia,Raspberry Choco,13/5/2021,$455 ,180,23
,,Dotty Strutley,  Canada,Baker's Choco Chips,13/5/2021,$784 ,287,56
,,Beverie Moffet,Canada,White Choc,14/5/2021,"$2,597 ",81,200
,,Van Tuxwell, New Zealand,After Nines,14/5/2021,"$4,543 ",323,157
,,Beverie Moffet,  USA,Orange Choco,14/5/2021,"$4,452 ",42,636
,,Mallorie Waber,   Australia,Raspberry Choco,14/5/2021,"$5,544 ",392,370
,,Kelci Walkden,   UK,Orange Choco,14/5/2021,"$5,215 ",206,580
,,Camilla Castle, New Zealand,Fruit & Nut Bars,14/5/2021,"$3,052 ",123,306
,,Husein Augar,Australia,Drinking Coco,14/5/2021,"$19,579 ",327,676
,,Dotty Strutley, Canada,Peanut Butter Cubes,14/5/2021,$217 ,139,10
,,Van Tuxwell,Australia,Orange Choco,14/5/2021,"$3,080 ",216,237
,,Beverie Moffet, USA,White Choc,14/5/2021,"$3,934 ",114,303
,,Marney O'Breen, UK,Organic Choco Syrup,14/5/2021,"$2,506 ",48,97
,,Curtice Advani, USA,Mint Chip Choco,14/5/2021,"$5,782 ",231,413
,,Barr Faughny,   Australia,Orange Choco,14/5/2021,"$9,016 ",169,752
,,Van Tuxwell,  India,Eclairs,14/5/2021,"$1,638 ",238,82
,,Brien Boise,   India,Caramel Stuffed Bars,14/5/2021,"$5,950 ",130,213
,,Kaine Padly, India,Orange Choco,14/5/2021,"$3,948 ",263,439
,,Madelene Upcott,   India,Organic Choco Syrup,17/5/2021,"$5,278 ",44,182
,,Beverie Moffet, Australia,Peanut Butter Cubes,17/5/2021,"$5,026 ",33,240
,,Oby Sorrel,   Australia,Peanut Butter Cubes,17/5/2021,"$5,208 ",249,248
,,Karlen McCaffrey, New Zealand,Smooth Sliky Salty,17/5/2021,"$5,593 ",9,431
,,Madelene Upcott,India,99% Dark & Pure,17/5/2021,"$3,689 ",150,168
,,Barr Faughny,  USA,Raspberry Choco,17/5/2021,"$9,170 ",64,437
,,Camilla Castle,  Canada,Raspberry Choco,17/5/2021,"$3,094 ",195,172
,,Curtice Advani,  Australia,Organic Choco Syrup,17/5/2021,"$7,777 ",77,289
,,Gunar Cockshoot, USA,85% Dark Bars,17/5/2021,"$11,109 ",133,505
,,Van Tuxwell,   New Zealand,50% Dark Bites,17/5/2021,"$4,158 ",58,297
,,Dennison Crosswaite,New Zealand,Organic Choco Syrup,17/5/2021,"$9,863 ",92,395
,,Jehu Rudeforth,  Canada,Orange Choco,17/5/2021,"$3,101 ",249,259
,,Jehu Rudeforth,USA,Smooth Sliky Salty,17/5/2021,"$3,864 ",36,298
,,Gunar Cockshoot,  Canada,After Nines,17/5/2021,"$8,428 ",162,291
,,Brien Boise,UK,Baker's Choco Chips,17/5/2021,"$14,574 ",248,1122
,,Andria Kimpton,  India,Raspberry Choco,17/5/2021,"$7,315 ",127,431
,,Jan Morforth,  UK,Organic Choco Syrup,18/5/2021,"$7,805 ",74,279
,,Camilla Castle,   Canada,Fruit & Nut Bars,18/5/2021,"$2,324 ",230,146
,,Husein Augar,UK,Peanut Butter Cubes,18/5/2021,"$2,499 ",24,132
,,Mallorie Waber,   Australia,White Choc,18/5/2021,"$5,285 ",24,441
,,Curtice Advani,   USA,Baker's Choco Chips,18/5/2021,"$1,925 ",92,129
,,Kelci Walkden, UK,70% Dark Bites,18/5/2021,"$13,286 ",166,886
,,Gigi Bohling,  Canada,85% Dark Bars,18/5/2021,"$1,659 ",89,104
,,Roddy Speechley,   USA,Choco Coated Almonds,18/5/2021,$168 ,166,11
,,Oby Sorrel,   New Zealand,After Nines,18/5/2021,"$6,020 ",11,215
,,Barr Faughny,   India,Fruit & Nut Bars,18/5/2021,"$2,219 ",150,222
,,Mallorie Waber, USA,Milk Bars,18/5/2021,"$12,740 ",68,411
,,Barr Faughny,  Canada,Organic Choco Syrup,18/5/2021,"$11,018 ",69,441
,,Gunar Cockshoot,   Australia,70% Dark Bites,18/5/2021,"$5,040 ",144,336
,,Dennison Crosswaite, India,Almond Choco,19/5/2021,"$10,220 ",71,445
,,Brien Boise,Canada,Almond Choco,19/5/2021,"$8,995 ",238,450
,,Marney O'Breen,UK,Spicy Special Slims,19/5/2021,"$3,738 ",12,187
,,Beverie Moffet, New Zealand,Caramel Stuffed Bars,19/5/2021,"$7,749 ",186,259
,,Ches Bonnell,  Australia,Organic Choco Syrup,19/5/2021,$868 ,351,33
,,Ches Bonnell, UK,Manuka Honey Choco,19/5/2021,"$2,338 ",183,74
,,Kaine Padly, Australia,Fruit & Nut Bars,19/5/2021,"$12,754 ",151,751
,,Gigi Bohling,   USA,After Nines,19/5/2021,"$15,148 ",5,489
,,Oby Sorrel,   Canada,85% Dark Bars,19/5/2021,"$1,666 ",12,98
,,Ches Bonnell,  Canada,Baker's Choco Chips,19/5/2021,$595 ,43,55
,,Karlen McCaffrey,   Australia,Manuka Honey Choco,19/5/2021,"$10,486 ",175,328
,,Marney O'Breen,Canada,White Choc,19/5/2021,"$6,860 ",132,490
,,Dotty Strutley,  UK,70% Dark Bites,19/5/2021,"$9,639 ",130,964
,,Curtice Advani,   Canada,Organic Choco Syrup,19/5/2021,"$4,557 ",9,176
,,Rafaelita Blaksland,India,Smooth Sliky Salty,19/5/2021,"$9,786 ",251,576
,,Beverie Moffet,  India,50% Dark Bites,19/5/2021,"$3,948 ",137,359
,,Jan Morforth, UK,White Choc,19/5/2021,"$4,893 ",253,377
,,Camilla Castle,   New Zealand,99% Dark & Pure,20/5/2021,"$7,441 ",74,414
,,Oby Sorrel,   Australia,White Choc,20/5/2021,"$9,079 ",167,535
,,Curtice Advani,Australia,After Nines,21/5/2021,"$3,962 ",198,133
,,Dotty Strutley, India,99% Dark & Pure,21/5/2021,"$6,111 ",57,382
,,Barr Faughny,  USA,Drinking Coco,21/5/2021,"$1,414 ",122,49
,,Dennison Crosswaite,  Canada,Fruit & Nut Bars,21/5/2021,$812 ,20,51
,,Camilla Castle,   Australia,99% Dark & Pure,21/5/2021,"$7,084 ",4,394
,,Van Tuxwell,  Australia,Manuka Honey Choco,21/5/2021,"$18,942 ",357,702
,,Curtice Advani,   New Zealand,Mint Chip Choco,21/5/2021,"$7,154 ",124,421
,,Van Tuxwell,  India,50% Dark Bites,21/5/2021,"$1,225 ",131,103
,,Kelci Walkden,  New Zealand,Baker's Choco Chips,21/5/2021,"$8,211 ",136,747
,,Ches Bonnell,Australia,Mint Chip Choco,21/5/2021,"$10,465 ",185,524
,,Gigi Bohling,USA,Fruit & Nut Bars,21/5/2021,"$6,181 ",334,619
,,Ches Bonnell, USA,50% Dark Bites,21/5/2021,"$2,695 ",232,193
,,Curtice Advani, India,Orange Choco,21/5/2021,"$17,451 ",135,2909
,,Andria Kimpton, UK,Eclairs,21/5/2021,"$6,790 ",131,425
,,Dotty Strutley,  Australia,Spicy Special Slims,24/5/2021,"$9,226 ",541,330
,,Oby Sorrel,   USA,White Choc,24/5/2021,"$9,884 ",104,899
,,Brien Boise,   UK,Smooth Sliky Salty,24/5/2021,"$2,821 ",70,202
,,Gunar Cockshoot,New Zealand,Baker's Choco Chips,24/5/2021,$665 ,243,84
,,Karlen McCaffrey,USA,70% Dark Bites,24/5/2021,"$8,526 ",209,609
,,Roddy Speechley,  UK,70% Dark Bites,24/5/2021,"$9,436 ",247,787
,,Mallorie Waber,USA,Spicy Special Slims,24/5/2021,$217 ,81,11
,,Kaine Padly,New Zealand,50% Dark Bites,24/5/2021,"$4,865 ",46,487
,,Oby Sorrel,  New Zealand,Mint Chip Choco,24/5/2021,"$10,451 ",105,551
,,Curtice Advani,   Canada,Milk Bars,24/5/2021,"$9,093 ",28,304
,,Mallorie Waber,   Australia,50% Dark Bites,24/5/2021,"$1,638 ",282,103
,,Dennison Crosswaite, Canada,Milk Bars,24/5/2021,"$8,610 ",47,278
,,Barr Faughny,   Canada,Eclairs,24/5/2021,"$1,351 ",58,72
,,Gigi Bohling, India,Almond Choco,24/5/2021,"$11,102 ",50,505
,,Marney O'Breen,  India,70% Dark Bites,24/5/2021,"$4,711 ",29,429
,,Curtice Advani, Australia,85% Dark Bars,24/5/2021,$903 ,49,43
,,Curtice Advani,  Canada,Mint Chip Choco,24/5/2021,"$1,295 ",112,81
,,Roddy Speechley, UK,After Nines,24/5/2021,"$14,574 ",118,561
,,Karlen McCaffrey,India,Baker's Choco Chips,24/5/2021,"$3,318 ",34,277
,,Oby Sorrel,Canada,Fruit & Nut Bars,24/5/2021,"$3,262 ",487,297
,,Dennison Crosswaite,   USA,Mint Chip Choco,24/5/2021,"$1,036 ",59,55
,,Karlen McCaffrey,India,Raspberry Choco,24/5/2021,"$5,285 ",213,378
,,Wilone O'Kielt,   USA,50% Dark Bites,24/5/2021,"$2,667 ",428,267
,,Roddy Speechley, USA,Peanut Butter Cubes,24/5/2021,"$6,097 ",84,244
,,Gunar Cockshoot,   USA,50% Dark Bites,24/5/2021,"$11,550 ",93,770
,,Kelci Walkden,USA,Orange Choco,24/5/2021,"$1,589 ",62,159
,,Curtice Advani, USA,White Choc,25/5/2021,"$4,375 ",11,274
,,Karlen McCaffrey,Canada,Fruit & Nut Bars,25/5/2021,"$7,966 ",123,725
,,Brien Boise, India,Almond Choco,25/5/2021,"$10,829 ",86,516
,,Camilla Castle, USA,50% Dark Bites,25/5/2021,"$22,652 ",46,2060
,,Karlen McCaffrey,   New Zealand,Organic Choco Syrup,25/5/2021,"$5,257 ",95,182
,,Van Tuxwell,   Canada,Raspberry Choco,25/5/2021,"$5,817 ",396,277
,,Karlen McCaffrey,USA,Smooth Sliky Salty,25/5/2021,$987 ,427,52
,,Kaine Padly,India,Caramel Stuffed Bars,25/5/2021,"$2,723 ",21,101
,,Brien Boise, Australia,Smooth Sliky Salty,25/5/2021,"$6,944 ",178,366
,,Beverie Moffet,USA,Caramel Stuffed Bars,25/5/2021,"$7,896 ",435,329
,,Andria Kimpton,   UK,Peanut Butter Cubes,25/5/2021,"$13,573 ",88,543
,,Marney O'Breen,   USA,After Nines,25/5/2021,"$9,856 ",12,329
,,Beverie Moffet,   UK,Mint Chip Choco,25/5/2021,"$14,938 ",261,879
,,Barr Faughny,   India,Milk Bars,25/5/2021,"$1,358 ",268,60
,,Andria Kimpton,India,Baker's Choco Chips,25/5/2021,"$3,696 ",118,247
,,Karlen McCaffrey, India,50% Dark Bites,25/5/2021,"$2,737 ",193,343
,,Roddy Speechley, UK,Manuka Honey Choco,25/5/2021,"$6,797 ",27,252
,,Rafaelita Blaksland, Canada,50% Dark Bites,25/5/2021,"$2,527 ",30,158
,,Jehu Rudeforth, New Zealand,Spicy Special Slims,25/5/2021,$392 ,43,20
,,Dennison Crosswaite,   Canada,Organic Choco Syrup,25/5/2021,$126 ,242,6
,,Karlen McCaffrey,  Canada,Mint Chip Choco,25/5/2021,"$11,522 ",235,721
,,Beverie Moffet,   Canada,Smooth Sliky Salty,26/5/2021,"$8,498 ",182,532
,,Madelene Upcott,   Canada,Peanut Butter Cubes,26/5/2021,"$1,113 ",33,53
,,Kelci Walkden,   India,Spicy Special Slims,26/5/2021,"$5,614 ",223,216
,,Madelene Upcott,  India,Caramel Stuffed Bars,26/5/2021,"$4,410 ",156,153
,,Kaine Padly,  USA,Organic Choco Syrup,26/5/2021,"$9,163 ",151,340
,,Oby Sorrel,USA,Manuka Honey Choco,27/5/2021,"$2,590 ",202,84
,,Camilla Castle,   USA,85% Dark Bars,27/5/2021,"$3,745 ",127,198
,,Brien Boise,   Australia,Organic Choco Syrup,27/5/2021,"$8,337 ",14,288
,,Roddy Speechley,  Australia,Orange Choco,27/5/2021,"$4,522 ",42,566
,,Dennison Crosswaite,   UK,Drinking Coco,27/5/2021,"$2,625 ",580,120
,,Gigi Bohling,   Canada,Manuka Honey Choco,28/5/2021,$441 ,171,16
,,Van Tuxwell,  Australia,Caramel Stuffed Bars,28/5/2021,"$3,311 ",92,128
,,Roddy Speechley, Canada,Organic Choco Syrup,28/5/2021,"$6,650 ",22,266
,,Camilla Castle,  India,Baker's Choco Chips,28/5/2021,"$3,871 ",503,352
,,Rafaelita Blaksland,   USA,Baker's Choco Chips,28/5/2021,$637 ,61,49
,,Kaine Padly,India,Mint Chip Choco,28/5/2021,"$10,696 ",47,823
,,Camilla Castle,  New Zealand,Organic Choco Syrup,28/5/2021,"$8,701 ",12,349
,,Rafaelita Blaksland, India,Eclairs,28/5/2021,"$2,590 ",120,162
,,Ches Bonnell,Australia,After Nines,28/5/2021,"$10,850 ",226,402
,,Ches Bonnell, Canada,Choco Coated Almonds,28/5/2021,"$2,870 ",290,152
,,Karlen McCaffrey,  New Zealand,Peanut Butter Cubes,28/5/2021,"$13,650 ",256,719
,,Rafaelita Blaksland,   New Zealand,After Nines,28/5/2021,"$12,425 ",230,429
,,Kelci Walkden,India,Milk Bars,31/5/2021,"$2,114 ",80,89
,,Gigi Bohling,   USA,Organic Choco Syrup,31/5/2021,"$3,290 ",16,118
,,Jan Morforth,  USA,Mint Chip Choco,31/5/2021,"$1,463 ",51,77
,,Wilone O'Kielt,  Australia,Spicy Special Slims,31/5/2021,"$9,436 ",64,350
,,Marney O'Breen,UK,Manuka Honey Choco,31/5/2021,"$8,162 ",69,327
,,Rafaelita Blaksland,  Canada,Caramel Stuffed Bars,31/5/2021,"$9,310 ",351,333
,,Brien Boise,   USA,Raspberry Choco,31/5/2021,"$8,155 ",17,389
,,Rafaelita Blaksland,Australia,Almond Choco,31/5/2021,"$7,588 ",68,330
,,Curtice Advani,  Canada,Eclairs,31/5/2021,"$4,879 ",50,244
,,Van Tuxwell, Australia,Raspberry Choco,31/5/2021,$602 ,118,28
,,Jehu Rudeforth,   USA,50% Dark Bites,31/5/2021,"$2,037 ",61,136
,,Kelci Walkden,  UK,Milk Bars,31/5/2021,"$15,400 ",387,497
,,Rafaelita Blaksland,   New Zealand,85% Dark Bars,31/5/2021,"$2,961 ",12,175
,,Barr Faughny, UK,Organic Choco Syrup,31/5/2021,"$1,225 ",29,41
,,Barr Faughny,  Canada,Mint Chip Choco,31/5/2021,"$6,930 ",254,330
,,Husein Augar,   Canada,After Nines,31/5/2021,"$12,684 ",297,453
,,Jan Morforth, India,Drinking Coco,31/5/2021,"$8,512 ",549,294
,,Roddy Speechley,  New Zealand,Fruit & Nut Bars,31/5/2021,"$9,646 ",178,877
,,Husein Augar, New Zealand,70% Dark Bites,31/5/2021,"$5,586 ",76,430
,,Madelene Upcott,  Australia,Almond Choco,31/5/2021,"$3,528 ",267,221
,,Dennison Crosswaite,New Zealand,White Choc,31/5/2021,"$3,143 ",109,225
,,Brien Boise,   New Zealand,Caramel Stuffed Bars,1/6/2021,"$9,135 ",194,398
,,Gunar Cockshoot,  UK,Baker's Choco Chips,1/6/2021,"$1,218 ",315,153
,,Gunar Cockshoot,UK,Manuka Honey Choco,1/6/2021,"$4,760 ",138,145
,,Jan Morforth,  New Zealand,Almond Choco,1/6/2021,"$8,582 ",290,477
,,Beverie Moffet,  India,Orange Choco,1/6/2021,"$2,401 ",109,185
,,Kaine Padly,Canada,Almond Choco,1/6/2021,"$11,886 ",415,566
,,Gigi Bohling, UK,Raspberry Choco,1/6/2021,"$8,582 ",45,391
,,Barr Faughny,   India,Raspberry Choco,1/6/2021,"$6,825 ",4,402
,,Curtice Advani, UK,Spicy Special Slims,1/6/2021,"$3,661 ",13,167
,,Van Tuxwell,  Canada,Milk Bars,1/6/2021,"$10,248 ",65,380
,,Rafaelita Blaksland,  USA,Caramel Stuffed Bars,1/6/2021,"$9,996 ",441,385
,,Ches Bonnell, Australia,Choco Coated Almonds,2/6/2021,"$13,545 ",293,903
,,Curtice Advani,   New Zealand,50% Dark Bites,2/6/2021,"$1,386 ",347,99
,,Gigi Bohling,   Canada,Almond Choco,2/6/2021,"$5,481 ",142,289
,,Husein Augar, India,Baker's Choco Chips,2/6/2021,"$10,031 ",5,912
,,Barr Faughny, UK,Baker's Choco Chips,2/6/2021,"$3,493 ",3,437
,,Husein Augar, Australia,Orange Choco,2/6/2021,"$4,081 ",717,511
,,Roddy Speechley,   Australia,Drinking Coco,2/6/2021,$511 ,88,18
,,Gunar Cockshoot,   USA,Peanut Butter Cubes,2/6/2021,"$6,909 ",382,315
,,Rafaelita Blaksland,  Australia,Organic Choco Syrup,2/6/2021,"$9,814 ",138,317
,,Camilla Castle, USA,Smooth Sliky Salty,2/6/2021,"$6,454 ",47,497
,,Roddy Speechley,   USA,Fruit & Nut Bars,2/6/2021,"$10,668 ",49,889
,,Mallorie Waber,   Canada,70% Dark Bites,2/6/2021,"$14,868 ",291,1062
,,Jan Morforth,India,After Nines,2/6/2021,"$3,878 ",50,144
,,Gunar Cockshoot,New Zealand,Choco Coated Almonds,3/6/2021,"$8,505 ",74,387
,,Wilone O'Kielt,UK,Choco Coated Almonds,3/6/2021,$126 ,83,9
,,Gigi Bohling,  Australia,Fruit & Nut Bars,3/6/2021,"$10,570 ",82,814
,,Madelene Upcott,   UK,Choco Coated Almonds,3/6/2021,"$1,225 ",159,59
,,Karlen McCaffrey,   New Zealand,99% Dark & Pure,3/6/2021,"$3,199 ",89,160
,,Wilone O'Kielt,  USA,Baker's Choco Chips,3/6/2021,$441 ,9,37
